date,product_id,quantity_sold,revenue,orders,product_name,category
2026-06-16,P001,8,97.42,4,Everyday Coffee,Grocery
2026-06-16,P002,3,19.47,1,Organic Cereal,Grocery
2026-06-16,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-06-16,P004,16,1239.84,4,Running Shoes,Footwear
2026-06-16,P005,2,59.48,1,Desk Lamp,Home
2026-06-16,P006,10,227.41,3,Wireless Mouse,Electronics
2026-06-16,P007,1,29.99,1,Yoga Mat,Fitness
2026-06-16,P008,13,193.37,4,Water Bottle,Fitness
2026-06-17,P001,10,129.9,3,Everyday Coffee,Grocery
2026-06-17,P002,4,24.66,2,Organic Cereal,Grocery
2026-06-17,P003,9,163.31,4,Cotton T-Shirt,Apparel
2026-06-17,P004,4,319.96,2,Running Shoes,Footwear
2026-06-17,P005,6,190.69,3,Desk Lamp,Home
2026-06-17,P006,4,98.71,2,Wireless Mouse,Electronics
2026-06-17,P007,7,208.43,4,Yoga Mat,Fitness
2026-06-18,P001,6,71.44,2,Everyday Coffee,Grocery
2026-06-18,P002,6,36.99,3,Organic Cereal,Grocery
2026-06-18,P003,2,37.98,2,Cotton T-Shirt,Apparel
2026-06-18,P004,5,399.95,3,Running Shoes,Footwear
2026-06-18,P005,1,34.99,1,Desk Lamp,Home
2026-06-18,P006,8,193.67,4,Wireless Mouse,Electronics
2026-06-18,P007,4,116.96,2,Yoga Mat,Fitness
2026-06-18,P008,2,29.98,2,Water Bottle,Fitness
2026-06-19,P001,4,51.96,2,Everyday Coffee,Grocery
2026-06-19,P002,1,6.49,1,Organic Cereal,Grocery
2026-06-19,P003,12,220.28,5,Cotton T-Shirt,Apparel
2026-06-19,P004,6,479.94,4,Running Shoes,Footwear
2026-06-19,P005,4,129.46,2,Desk Lamp,Home
2026-06-19,P006,14,342.36,5,Wireless Mouse,Electronics
2026-06-19,P007,10,283.4,4,Yoga Mat,Fitness
2026-06-19,P008,9,127.41,4,Water Bottle,Fitness
2026-06-20,P001,6,74.69,5,Everyday Coffee,Grocery
2026-06-20,P002,7,44.78,3,Organic Cereal,Grocery
2026-06-20,P003,4,72.16,2,Cotton T-Shirt,Apparel
2026-06-20,P004,10,799.9,2,Running Shoes,Footwear
2026-06-20,P005,4,138.21,2,Desk Lamp,Home
2026-06-20,P006,8,198.67000000000002,3,Wireless Mouse,Electronics
2026-06-20,P007,9,269.90999999999997,4,Yoga Mat,Fitness
2026-06-20,P008,9,134.91,4,Water Bottle,Fitness
2026-06-21,P001,7,90.92999999999999,2,Everyday Coffee,Grocery
2026-06-21,P002,21,132.72,6,Organic Cereal,Grocery
2026-06-21,P003,5,93.05,3,Cotton T-Shirt,Apparel
2026-06-21,P004,13,1031.87,6,Running Shoes,Footwear
2026-06-21,P005,2,69.98,2,Desk Lamp,Home
2026-06-21,P006,5,119.94999999999999,2,Wireless Mouse,Electronics
2026-06-21,P007,1,29.99,1,Yoga Mat,Fitness
2026-06-21,P008,3,44.22,2,Water Bottle,Fitness
2026-06-22,P001,2,25.98,1,Everyday Coffee,Grocery
2026-06-22,P003,12,217.42999999999998,5,Cotton T-Shirt,Apparel
2026-06-22,P004,9,719.91,4,Running Shoes,Footwear
2026-06-22,P005,3,104.97,2,Desk Lamp,Home
2026-06-22,P006,5,119.94999999999999,2,Wireless Mouse,Electronics
2026-06-22,P007,5,149.95,1,Yoga Mat,Fitness
2026-06-22,P008,3,44.97,2,Water Bottle,Fitness
2026-06-23,P001,8,100.67,3,Everyday Coffee,Grocery
2026-06-23,P002,19,118.77,7,Organic Cereal,Grocery
2026-06-23,P003,1,18.99,1,Cotton T-Shirt,Apparel
2026-06-23,P004,13,983.87,5,Running Shoes,Footwear
2026-06-23,P005,3,104.97,2,Desk Lamp,Home
2026-06-23,P006,6,142.44,3,Wireless Mouse,Electronics
2026-06-23,P007,12,353.88,5,Yoga Mat,Fitness
2026-06-23,P008,9,132.66,6,Water Bottle,Fitness
